"","player_name","batter","pitch_seq","description","hit_speed","hit_angle"
"2635","Jose Quintana",592696,"FF|FT","Swinging Strike","null","null"
"2636","Jose Quintana",592696,"FT|CU","In play, out(s)","85.9","21.79"
"2639","Jose Quintana",456488,"CU|FF","Foul","null","null"
"2641","Jose Quintana",456488,"CU|CU","Swinging Strike","null","null"
"2643","Jose Quintana",456488,"FF|CU","Swinging Strike","null","null"
"2646","Jose Quintana",593871,"CU|CU","Foul","null","null"
"2648","Jose Quintana",593871,"FF|FT","Foul","null","null"
"2649","Jose Quintana",593871,"FT|FF","Foul","null","null"
"2651","Jose Quintana",593871,"FT|FF","In play, out(s)","94.7","9.86"
"2653","Jose Quintana",593934,"CU|FF","In play, out(s)","97.9","30.96"
"2654","Jose Quintana",593934,"FF|CH","Called Strike","null","null"
"2656","Jose Quintana",461858,"FF|FF","Foul","null","null"
"2659","Jose Quintana",666560,"CH|CU","Swinging Strike","null","null"
"2660","Jose Quintana",666560,"CU|FF","Swinging Strike","null","null"
"2662","Jose Quintana",542455,"FF|FF","Foul","null","null"
"2664","Jose Quintana",518991,"CU|FF","Called Strike","null","null"
"2665","Jose Quintana",518991,"FF|FT","In play, out(s)","91.3","43.04"
"2668","Jose Quintana",518542,"FF|FF","Called Strike","null","null"
"2671","Jose Quintana",518542,"FF|FT","In play, out(s)","68","-5.08"
"2675","Jose Quintana",542455,"FT|CU","Called Strike","null","null"
"2678","Jose Quintana",542455,"FT|FT","In play, out(s)","null","null"
"2682","Jose Quintana",592696,"FF|FF","In play, no out","91.3","16.21"
"2684","Jose Quintana",592696,"FT|FF","Swinging Strike","null","null"
"2686","Jose Quintana",605141,"FF|FF","Foul","null","null"
"2687","Jose Quintana",605141,"FF|FF","Foul","null","null"
"2688","Jose Quintana",605141,"FF|FT","Foul","null","null"
"2689","Jose Quintana",605141,"FT|CU","In play, out(s)","null","null"
"2690","Jose Quintana",605141,"CU|FF","Called Strike","null","null"
"2692","Jose Quintana",605141,"FF|FF","Foul","null","null"
"2693","Jose Quintana",605141,"FF|CU","Foul","null","null"
"2695","Jose Quintana",456030,"FF|FF","Called Strike","null","null"
"2699","Jose Quintana",593428,"CU|FF","Called Strike","null","null"
"2700","Jose Quintana",593428,"FF|FF","In play, out(s)","85.4","36.69"
"2703","Jose Quintana",434670,"CH|FF","Foul","null","null"
"2705","Jose Quintana",434670,"FT|CU","Foul","null","null"
"2706","Jose Quintana",434670,"CU|FF","Called Strike","null","null"
"2708","Jose Quintana",434670,"CH|FF","Called Strike","null","null"
"2709","Jose Quintana",434670,"FF|FF","Foul","null","null"
"2710","Jose Quintana",434670,"FF|FF","Foul","null","null"
"2711","Jose Quintana",434670,"FF|CU","Foul","null","null"
"2712","Jose Quintana",434670,"CU|FF","In play, out(s)","92.9","-7.43"
"2714","Jose Quintana",543768,"FF|CU","Called Strike","null","null"
"2718","Jose Quintana",452672,"CH|CH","In play, out(s)","74.2","-3.52"
"2719","Jose Quintana",452672,"CH|FF","Called Strike","null","null"
"2721","Jose Quintana",598265,"FF|CU","In play, out(s)","97.7","18.97"
"2727","Jose Quintana",120074,"FT|CU","Called Strike","null","null"
"2728","Jose Quintana",120074,"CU|FF","Called Strike","null","null"
"2729","Jose Quintana",120074,"FF|FT","Called Strike","null","null"
"2735","Jose Quintana",452672,"FF|FF","Foul","null","null"
"2741","Jose Quintana",456030,"FF|FT","Foul","null","null"
"2742","Jose Quintana",456030,"FT|FT","Foul","null","null"
"2744","Jose Quintana",456030,"FF|FF","Called Strike","null","null"
"2747","Jose Quintana",593428,"CU|FF","Foul","null","null"
"2748","Jose Quintana",593428,"FF|CU","Called Strike","null","null"
"2749","Jose Quintana",593428,"CU|FF","Foul","null","null"
"2750","Jose Quintana",593428,"FF|FF","In play, no out","84.4","5.71"
"2752","Jose Quintana",120074,"FT|FT","Called Strike","null","null"
"2754","Jose Quintana",120074,"CU|FF","Swinging Strike","null","null"
"2758","Jose Quintana",434670,"FF|FT","In play, out(s)","98.8","17.35"
"2761","Jose Quintana",543768,"CU|FF","Foul","null","null"
"2762","Jose Quintana",543768,"FF|FT","Foul (Runner Going)","null","null"
"2763","Jose Quintana",543768,"FT|FT","Swinging Strike","null","null"
"2764","Jose Quintana",543768,"FT|FT","Called Strike","null","null"
"2765","Jose Quintana",543768,"FT|CU","Called Strike","null","null"
"2767","Jose Quintana",543768,"CU|FT","Foul","null","null"
"2770","Jose Quintana",455759,"CH|FT","In play, out(s)","90.3","40.73"
"2771","Jose Quintana",455759,"FT|CU","Called Strike","null","null"
"2773","Jose Quintana",452672,"FT|FF","Called Strike","null","null"
"2774","Jose Quintana",452672,"FF|CU","Called Strike","null","null"
"2776","Jose Quintana",543768,"FT|FT","In play, out(s)","null","null"
"2777","Jose Quintana",543768,"FT|FT","Foul","null","null"
"2782","Jose Quintana",605141,"FF|FT","In play, out(s)","97","-30.86"
"2784","Jose Quintana",605141,"CU|FF","Called Strike","null","null"
"2788","Jose Quintana",459431,"CU|FF","Foul","null","48.11"
"2789","Jose Quintana",459431,"FF|FF","Called Strike","null","null"
"2790","Jose Quintana",459431,"FF|CU","Called Strike","null","null"
"2791","Jose Quintana",459431,"CU|FF","In play, out(s)","null","null"
"2795","Jose Quintana",430832,"FT|FT","Called Strike","null","null"
"2797","Jose Quintana",430832,"FF|FF","Foul","null","null"
"2802","Jose Quintana",453064,"CU|FF","Foul","null","null"
"2805","Jose Quintana",518625,"CU|FF","Called Strike","null","null"
"2807","Jose Quintana",518625,"FF|CU","In play, out(s)","93.8","20.72"
"2809","Jose Quintana",431145,"CH|FT","Called Strike","null","null"
"2810","Jose Quintana",431145,"FT|FF","Swinging Strike","null","null"
"2814","Jose Quintana",607680,"FF|FT","Called Strike","null","null"
"2815","Jose Quintana",607680,"FT|CU","Called Strike","null","null"
"2816","Jose Quintana",607680,"CU|FF","Called Strike","null","null"
"2819","Jose Quintana",572365,"CU|FT","In play, no out","85.2","10.09"
"2821","Jose Quintana",459431,"FF|FF","Swinging Strike","null","null"
"2822","Jose Quintana",459431,"FF|FT","Foul","null","null"
"2826","Jose Quintana",518626,"CU|CH","Foul","null","null"
"2827","Jose Quintana",518626,"CH|FF","Foul","null","null"
"2830","Jose Quintana",430832,"FF|CU","Called Strike","null","null"
"2831","Jose Quintana",430832,"CU|FF","Swinging Strike","null","null"
"2833","Jose Quintana",429665,"CH|FF","Foul","null","null"
"2835","Jose Quintana",429665,"FF|FF","Called Strike","null","null"
"2837","Jose Quintana",429665,"CH|FF","Swinging Strike","null","null"
"2839","Jose Quintana",453064,"FF|FF","Called Strike","null","null"
"2840","Jose Quintana",453064,"FF|FF","In play, out(s)","75.1","41.39"
"2842","Jose Quintana",431145,"FT|CU","Called Strike","null","null"
"2843","Jose Quintana",431145,"CU|CU","Foul","null","null"
"2847","Jose Quintana",431145,"FF|FT","Called Strike","null","null"
"2850","Jose Quintana",572365,"FF|FF","Called Strike","null","null"
"2852","Jose Quintana",459431,"FF|FT","Called Strike","null","null"
"2853","Jose Quintana",459431,"FT|FF","Called Strike","null","null"
"2856","Jose Quintana",518626,"FF|CU","Called Strike","null","null"
"2859","Jose Quintana",430832,"CU|FT","Called Strike","null","null"
"2860","Jose Quintana",430832,"FT|FF","Foul","null","-17.77"
"2862","Jose Quintana",430832,"CH|FF","Called Strike","null","null"
"2865","Jose Quintana",429665,"FF|FF","In play, out(s)","99.1","23.79"
"2870","Jose Quintana",518625,"CH|FF","Called Strike","null","null"
"2874","Jose Quintana",431145,"FF|FF","Called Strike","null","null"
"2875","Jose Quintana",431145,"FF|FT","Foul","null","null"
"2877","Jose Quintana",431145,"FF|FF","Swinging Strike","null","null"
"2879","Jose Quintana",518625,"CH|CU","Called Strike","null","null"
"2880","Jose Quintana",518625,"CU|FT","In play, out(s)","null","null"
"2881","Jose Quintana",518625,"FT|CH","Called Strike","null","null"
"2883","Jose Quintana",429665,"FF|FF","Called Strike","null","null"
"2887","Jose Quintana",453064,"FF|CU","Called Strike","null","null"
"2888","Jose Quintana",453064,"CU|CU","Called Strike","null","null"
"2889","Jose Quintana",453064,"CU|FF","In play, out(s)","96.9","33.69"
"2892","Jose Quintana",592261,"FF|FF","Called Strike","null","null"
"2896","Jose Quintana",462101,"CU|FF","Called Strike","null","null"
"2897","Jose Quintana",462101,"FF|FF","Foul","null","null"
"2899","Jose Quintana",462101,"FT|FF","Swinging Strike","null","null"
"2901","Jose Quintana",519048,"FF|FF","Swinging Strike","null","null"
"2902","Jose Quintana",519048,"FF|FT","Foul","null","null"
"2904","Jose Quintana",607387,"FF|FF","Swinging Strike","null","null"
"2907","Jose Quintana",607387,"CH|FF","Foul","null","null"
"2909","Jose Quintana",462101,"CU|CU","In play, out(s)","68.8","-4.12"
"2911","Jose Quintana",134181,"FT|CU","Foul","null","null"
"2912","Jose Quintana",134181,"CU|CU","Foul","null","null"
"2913","Jose Quintana",134181,"CU|FF","In play, out(s)","81.1","64.71"
"2914","Jose Quintana",134181,"FF|FF","Swinging Strike","null","null"
"2920","Jose Quintana",607387,"CU|FF","Foul","null","null"
"2921","Jose Quintana",607387,"FF|FF","Called Strike","null","null"
"2922","Jose Quintana",607387,"FF|FF","In play, out(s)","103.2","-23.45"
"2924","Jose Quintana",596059,"CU|CU","Called Strike","null","null"
"2925","Jose Quintana",596059,"CU|FF","Foul","null","null"
"2926","Jose Quintana",596059,"FF|FT","Called Strike","null","null"
"2928","Jose Quintana",592407,"FF|CH","In play, out(s)","67.2","-15.31"
"2930","Jose Quintana",592407,"CU|FF","Foul","null","null"
"2932","Jose Quintana",462101,"FF|CU","Swinging Strike","null","null"
"2934","Jose Quintana",462101,"CH|FF","Foul","null","null"
"2935","Jose Quintana",462101,"FF|CU","In play, out(s)","98.7","-7.8"
"2941","Jose Quintana",519048,"CU|CU","Foul","null","null"
"2943","Jose Quintana",435622,"FT|CH","In play, out(s)","null","null"
"2945","Jose Quintana",425902,"FF|FT","In play, out(s)","90.3","-12.11"
"2947","Jose Quintana",425902,"FF|FF","Foul","null","null"
"2948","Jose Quintana",425902,"FF|FF","In play, no out","105.8","15.7"
"2950","Jose Quintana",425902,"CU|FF","In play, out(s)","79.5","54.88"
"2952","Jose Quintana",592261,"CU|FF","Foul","null","null"
"2954","Jose Quintana",592261,"CH|FF","Called Strike","null","null"
"2956","Jose Quintana",592261,"FF|CU","Foul","null","null"
"2957","Jose Quintana",592261,"CU|FT","In play, out(s)","97.9","21.25"
"2959","Jose Quintana",134181,"FF|CH","In play, no out","95","8.5"
"2961","Jose Quintana",134181,"CU|FF","In play, no out","99","8.68"
"2963","Jose Quintana",592407,"CU|FF","Called Strike","null","null"
"2965","Jose Quintana",592407,"CU|FF","Foul","null","null"
"2967","Jose Quintana",592407,"FT|CU","In play, no out","96.1","4.34"
"2969","Jose Quintana",435622,"FF|CU","Called Strike","null","null"
"2971","Jose Quintana",519048,"CU|FF","In play, out(s)","98.5","53.94"
"2973","Jose Quintana",519048,"FF|FF","Foul","null","null"
"2975","Jose Quintana",592261,"FF|FF","Foul","null","null"
"2978","Jose Quintana",592261,"FT|FF","In play, out(s)","94.7","39.89"
"2981","Jose Quintana",596059,"FF|FF","In play, out(s)","99.9","22.05"
"2983","Jose Quintana",596059,"FF|FF","Called Strike","null","null"
"2984","Jose Quintana",596059,"FF|FF","Foul","null","null"
"2986","Jose Quintana",523253,"FT|FT","Foul","null","null"
"2987","Jose Quintana",523253,"FT|FF","Called Strike","null","null"
"2992","Jose Quintana",446386,"FF|FT","Foul","null","null"
"2993","Jose Quintana",446386,"FT|CU","In play, no out","66.7","25.32"
"2996","Jose Quintana",446334,"FT|CH","Swinging Strike (Blocked)","null","null"
"2997","Jose Quintana",446334,"CH|FF","Swinging Strike","null","null"
"3003","Jose Quintana",457775,"CH|FT","Swinging Strike","null","null"
"3004","Jose Quintana",457775,"FT|FF","Called Strike","null","null"
"3006","Jose Quintana",457775,"FT|CH","Swinging Strike","null","null"
"3012","Jose Quintana",592200,"FT|CU","Called Strike","null","null"
"3013","Jose Quintana",592200,"CU|CH","Swinging Strike","null","null"
"3014","Jose Quintana",592200,"CH|CU","Called Strike","null","null"
"3016","Jose Quintana",543543,"FT|FF","Called Strike","null","null"
"3019","Jose Quintana",543543,"CH|CU","Swinging Strike (Blocked)","null","null"
"3021","Jose Quintana",446386,"CH|CH","In play, run(s)","99.2","9.19"
"3022","Jose Quintana",446386,"CH|FT","Swinging Strike","null","null"
"3026","Jose Quintana",456665,"FT|CH","Swinging Strike","null","null"
"3029","Jose Quintana",456665,"FF|FT","Called Strike","null","null"
"3031","Jose Quintana",457775,"FF|CU","Called Strike","null","null"
"3033","Jose Quintana",592200,"CH|CH","Foul","null","null"
"3035","Jose Quintana",592200,"FT|FF","Swinging Strike","null","null"
"3037","Jose Quintana",595281,"CU|FT","In play, out(s)","95.5","5.51"
"3038","Jose Quintana",595281,"FT|FF","Called Strike","null","null"
"3040","Jose Quintana",523253,"FF|FF","In play, out(s)","99.5","16.79"
"3041","Jose Quintana",523253,"FF|CU","Called Strike","null","null"
"3043","Jose Quintana",446386,"FT|CU","In play, no out","90.6","17.42"
"3044","Jose Quintana",446386,"CU|FT","Foul","null","null"
"3045","Jose Quintana",446386,"FT|FF","Called Strike","null","null"
"3046","Jose Quintana",446386,"FF|FF","Foul","null","null"
"3048","Jose Quintana",456665,"CU|FF","In play, out(s)","97.7","4.25"
"3049","Jose Quintana",456665,"FF|CH","Foul","null","null"
"3054","Jose Quintana",457775,"FT|FF","Foul","null","null"
"3055","Jose Quintana",457775,"FF|FF","Swinging Strike","null","null"
"3056","Jose Quintana",457775,"FF|FT","Foul","null","null"
"3058","Jose Quintana",457775,"CU|FF","Foul","null","null"
"3059","Jose Quintana",457775,"FF|FT","In play, out(s)","46.3","-35.81"
"3061","Jose Quintana",489149,"FF|FT","Called Strike","null","null"
"3062","Jose Quintana",489149,"FT|FT","Foul","null","null"
"3063","Jose Quintana",489149,"FT|FT","In play, out(s)","91.7","23.97"
"3065","Jose Quintana",489149,"FF|FT","Foul","null","null"
"3070","Jose Quintana",489149,"FT|FT","In play, run(s)","null","null"
"3072","Jose Quintana",489149,"FT|FT","Swinging Strike","null","null"
"3073","Jose Quintana",489149,"FT|CU","Foul (Runner Going)","null","null"
"3078","Jose Quintana",523253,"CH|FF","Foul","null","null"
"3079","Jose Quintana",523253,"FF|CU","Called Strike","null","null"
"3081","Jose Quintana",523253,"FF|CU","In play, no out","104.2","16.77"
"3084","Jose Quintana",595281,"CU|FF","Swinging Strike","null","null"
"3085","Jose Quintana",595281,"FF|FT","Called Strike","null","null"
"3086","Jose Quintana",595281,"FT|FT","In play, no out","33.3","-6.19"
"3088","Jose Quintana",572821,"FT|FF","In play, no out","107.7","11.23"
"3089","Jose Quintana",572821,"FF|FF","Foul","null","null"
"3092","Jose Quintana",593934,"CH|FT","In play, out(s)","102.1","13.04"
"3093","Jose Quintana",593934,"FT|FT","Swinging Strike","null","null"
"3094","Jose Quintana",593934,"FT|FF","Swinging Strike","null","null"
"3096","Jose Quintana",461858,"CU|FF","Foul","null","46.64"
"3097","Jose Quintana",461858,"FF|FF","In play, out(s)","82.2","58.39"
"3100","Jose Quintana",666560,"FT|FF","Called Strike","null","null"
"3101","Jose Quintana",666560,"FF|CU","Swinging Strike","null","null"
"3104","Jose Quintana",592696,"FF|FF","Foul","null","67.16"
"3108","Jose Quintana",500871,"FT|FF","Called Strike","null","null"
"3111","Jose Quintana",435559,"FF|FF","Foul","null","32.65"
"3112","Jose Quintana",435559,"FF|FT","Swinging Strike","null","null"
"3114","Jose Quintana",621439,"FT|CH","In play, out(s)","88.9","16.41"
"3118","Jose Quintana",572821,"CU|CH","Called Strike","null","null"
"3119","Jose Quintana",572821,"CH|FF","Swinging Strike","null","null"
"3122","Jose Quintana",593934,"FF|FF","Foul","null","28.36"
"3124","Jose Quintana",593934,"FF|FF","Called Strike","null","null"
"3127","Jose Quintana",461858,"CU|CH","In play, no out","107.7","17.96"
"3131","Jose Quintana",408045,"FT|FF","Foul","null","40.58"
"3134","Jose Quintana",592696,"FT|FT","Foul","null","null"
"3137","Jose Quintana",592696,"FF|FT","Foul","null","5.12"
"3138","Jose Quintana",592696,"FT|FT","Foul","null","41.32"
"3139","Jose Quintana",592696,"FT|CU","Foul","null","null"
"3140","Jose Quintana",592696,"CU|FT","Foul","null","null"
"3141","Jose Quintana",592696,"FT|CU","Foul","null","null"
"3142","Jose Quintana",592696,"CU|CU","In play, run(s)","70.4","6.1"
"3144","Jose Quintana",500871,"CU|FT","Called Strike","null","null"
"3146","Jose Quintana",500871,"FF|CU","Called Strike","null","null"
"3148","Jose Quintana",435559,"FF|FF","Called Strike","null","null"
"3151","Jose Quintana",621439,"CU|FF","In play, out(s)","79.8","48.94"
"3152","Jose Quintana",621439,"FF|FF","Called Strike","null","null"
"3155","Jose Quintana",572821,"CU|CU","In play, out(s)","104.4","19.14"
"3157","Jose Quintana",408045,"FF|FF","Called Strike","null","null"
"3160","Jose Quintana",408045,"FF|FF","In play, no out","98.3","-2.85"
"3162","Jose Quintana",593934,"FF|FF","Foul","null","null"
"3163","Jose Quintana",593934,"FF|FF","Called Strike","null","null"
"3164","Jose Quintana",593934,"FF|CH","Called Strike","null","null"
"3168","Jose Quintana",461858,"FF|FF","Called Strike","null","null"
"3171","Jose Quintana",666560,"CU|FF","In play, out(s)","79.6","31.42"
"3172","Jose Quintana",666560,"FF|CH","Foul","null","null"
"3173","Jose Quintana",666560,"CH|CU","Swinging Strike","null","null"
"3174","Jose Quintana",666560,"CU|FF","Foul","null","32.94"
"3176","Jose Quintana",666560,"CU|FT","Swinging Strike","null","null"
"3178","Jose Quintana",666560,"FF|CU","Foul","null","-25.27"
"3180","Jose Quintana",666560,"CU|FT","Swinging Strike","null","null"
"3182","Jose Quintana",666560,"CU|FF","In play, out(s)","49.6","84.38"
"3184","Jose Quintana",408045,"FF|FF","Called Strike","null","null"
"3186","Jose Quintana",408045,"FT|FT","In play, out(s)","84.7","-12.27"
"3189","Jose Quintana",502210,"FT|CU","Called Strike","null","null"
"3191","Jose Quintana",502210,"CU|CU","Swinging Strike","null","null"
"3192","Jose Quintana",502210,"CU|FT","Foul","null","null"
"3193","Jose Quintana",502210,"FT|FF","Called Strike","null","null"
"3194","Jose Quintana",502210,"FF|FF","Foul","null","31.33"
"3195","Jose Quintana",502210,"FF|FF","Foul","null","null"
"3198","Jose Quintana",502210,"CU|FF","In play, out(s)","82.9","25.5"
"3200","Jose Quintana",502143,"CH|FF","Called Strike","null","null"
"3201","Jose Quintana",502143,"FF|FF","Foul","null","37.17"
"3203","Jose Quintana",502143,"FF|CU","In play, out(s)","null","null"
"3205","Jose Quintana",502210,"FT|CU","Called Strike","null","null"
"3208","Jose Quintana",572033,"CU|FF","Foul","null","58.64"
"3209","Jose Quintana",572033,"FF|FF","In play, no out","99.6","-4.81"
"3213","Jose Quintana",501981,"FF|FF","Swinging Strike","null","null"
"3214","Jose Quintana",501981,"FF|FF","Foul","null","null"
"3218","Jose Quintana",456714,"FF|FF","Called Strike","null","null"
"3219","Jose Quintana",456714,"FF|CH","Swinging Strike","null","null"
"3221","Jose Quintana",475174,"FT|FF","Called Strike","null","null"
"3223","Jose Quintana",475174,"CU|CU","Foul","null","-31.03"
"3225","Jose Quintana",543760,"FF|FF","Foul","null","50.31"
"3228","Jose Quintana",543760,"CU|CH","Foul","null","null"
"3230","Jose Quintana",543760,"FF|FF","In play, no out","97.9","16.56"
"3233","Jose Quintana",424825,"FF|FF","Called Strike","null","null"
"3235","Jose Quintana",424825,"CU|FF","Foul","null","null"
"3236","Jose Quintana",424825,"FF|FF","Swinging Strike","null","null"
"3239","Jose Quintana",501981,"FF|CU","Swinging Strike","null","null"
"3240","Jose Quintana",501981,"CU|FF","Called Strike","null","null"
"3242","Jose Quintana",501981,"CH|CU","Foul","null","null"
"3244","Jose Quintana",456714,"CH|CH","Called Strike","null","null"
"3245","Jose Quintana",456714,"CH|CH","Swinging Strike","null","null"
"3247","Jose Quintana",456714,"CU|CU","In play, out(s)","92.1","-8.51"
"3249","Jose Quintana",572033,"FF|FF","Foul","null","22.19"
"3250","Jose Quintana",572033,"FF|CH","In play, no out","107.8","13.55"
"3253","Jose Quintana",475174,"CU|CU","Swinging Strike","null","null"
"3255","Jose Quintana",475174,"CU|CU","Foul","null","null"
"3256","Jose Quintana",475174,"CU|FF","Swinging Strike","null","null"
"3259","Jose Quintana",543760,"CU|FT","Foul","null","40.51"
"3261","Jose Quintana",543760,"CU|CU","In play, no out","85.7","-10.13"
"3263","Jose Quintana",476704,"CU|CU","Foul","null","-26.32"
"3264","Jose Quintana",476704,"CU|FF","Foul","null","18.45"
"3265","Jose Quintana",476704,"FF|FT","In play, run(s)","83.4","15.69"
"3267","Jose Quintana",502143,"FF|CU","In play, out(s)","93.3","-6.96"
"3269","Jose Quintana",501981,"CH|FF","Called Strike","null","null"
"3270","Jose Quintana",501981,"FF|CU","In play, no out","105.9","18.94"
"3272","Jose Quintana",456714,"CU|CU","In play, out(s)","96.2","14.89"
"3273","Jose Quintana",456714,"CU|FF","Called Strike","null","null"
"3276","Jose Quintana",424825,"FF|FF","In play, out(s)","64.4","-43.42"
"3280","Jose Quintana",476704,"FF|FF","Called Strike","null","null"
"3281","Jose Quintana",476704,"FF|CU","Foul","null","-12.23"
"3282","Jose Quintana",476704,"CU|CU","In play, out(s)","89.6","30.92"
