"","player_name","batter","pitch_seq","description","hit_speed","hit_angle"
"1023","Doug Fister",431145,"CU|FF","Strike","null","null"
"1025","Doug Fister",431145,"CU|CU","Swinging Strike","null","null"
"1027","Doug Fister",607680,"FF|FF","Strike","null","null"
"1029","Doug Fister",430832,"FT|FC","Hit","104.1","-1"
"1030","Doug Fister",430832,"FC|FC","Strike","null","null"
"1033","Doug Fister",458731,"CH|FC","Hit","89.7","-20.88"
"1035","Doug Fister",544369,"FT|FF","Hit","98","-6"
"1039","Doug Fister",453056,"FF|CH","Swinging Strike","null","null"
"1040","Doug Fister",453056,"CH|FT","Strike","null","null"
"1041","Doug Fister",453056,"FT|FT","Hit","79.6","-20.78"
"1043","Doug Fister",136860,"FT|FF","Strike","null","null"
"1044","Doug Fister",136860,"FF|FT","Strike","null","null"
"1045","Doug Fister",136860,"FT|FT","Swinging Strike","null","null"
"1047","Doug Fister",407893,"CH|FT","Hit","102.9","18.98"
"1048","Doug Fister",407893,"FT|FT","Strike","null","null"
"1050","Doug Fister",544369,"FF|FF","Foul","null","null"
"1053","Doug Fister",452104,"FF|FT","Hit","90.2","11.21"
"1054","Doug Fister",452104,"FT|FF","Strike","null","null"
"1057","Doug Fister",543305,"FF|FT","Foul","null","null"
"1059","Doug Fister",543305,"FF|FF","Strike","null","null"
"1060","Doug Fister",543305,"FF|CU","Swinging Strike","null","null"
"1064","Doug Fister",458731,"FT|CU","Strike","null","null"
"1065","Doug Fister",458731,"CU|CU","Swinging Strike","null","null"
"1067","Doug Fister",458731,"CU|CU","Foul","null","null"
"1070","Doug Fister",453056,"FT|CU","Foul","null","null"
"1071","Doug Fister",453056,"CU|FF","Hit","69.7","51.48"
"1072","Doug Fister",453056,"FF|FC","Strike","null","null"
"1073","Doug Fister",453056,"FC|FT","Foul","null","null"
"1076","Doug Fister",136860,"CH|FC","Hit","106.6","9.89"
"1077","Doug Fister",136860,"FC|CU","Foul","null","null"
"1078","Doug Fister",136860,"CU|CH","Foul","null","null"
"1081","Doug Fister",407893,"CH|FT","Foul","null","null"
"1084","Doug Fister",407893,"FC|FT","Strike","null","null"
"1085","Doug Fister",407893,"FT|FT","Foul","null","null"
"1087","Doug Fister",544369,"FT|FF","Foul","null","null"
"1090","Doug Fister",452104,"FT|FF","Foul","null","null"
"1092","Doug Fister",452104,"FT|FT","Strike","null","null"
"1093","Doug Fister",452104,"FT|FC","Swinging Strike","null","null"
"1096","Doug Fister",543305,"FC|FF","Hit","106.3","-3.74"
"1097","Doug Fister",543305,"FF|FC","Strike","null","null"
"1099","Doug Fister",453056,"FC|FF","Strike","null","null"
"1101","Doug Fister",453056,"FC|FT","Hit","98.7","-0.83"
"1102","Doug Fister",453056,"FT|CU","Strike","null","null"
"1105","Doug Fister",435263,"FT|FC","Foul","null","null"
"1116","Doug Fister",435263,"FT|FT","Foul","null","null"
"1120","Doug Fister",435263,"CU|FC","Foul","null","null"
"1121","Doug Fister",435263,"FC|FT","Hit","89.5","47.04"
"1122","Doug Fister",435263,"FT|FT","Hit","96.1","15.86"
"1125","Doug Fister",424825,"FF|FT","Hit","87","29.84"
"1127","Doug Fister",424825,"FF|FT","Strike","null","null"
"1129","Doug Fister",543760,"FT|FT","Foul","null","null"
"1130","Doug Fister",543760,"FT|FT","Strike","null","null"
"1131","Doug Fister",543760,"FT|FF","Strike","null","null"
"1133","Doug Fister",502210,"FC|FF","Strike","null","null"
"1134","Doug Fister",502210,"FF|FT","Foul","null","null"
"1137","Doug Fister",501981,"FT|FT","Strike","null","null"
"1141","Doug Fister",519390,"FT|FF","Strike","null","null"
"1142","Doug Fister",519390,"FF|FC","Strike","null","null"
"1146","Doug Fister",475174,"FT|FT","Strike","null","null"
"1150","Doug Fister",592387,"FC|FT","Strike","null","null"
"1151","Doug Fister",592387,"FT|FF","Strike","null","null"
"1152","Doug Fister",592387,"FF|FT","Foul","null","null"
"1154","Doug Fister",519295,"FT|FT","Foul","null","null"
"1156","Doug Fister",570489,"FT|CU","Swinging Strike","null","null"
"1157","Doug Fister",570489,"CU|FT","Foul","null","null"
"1161","Doug Fister",424825,"CH|FT","Swinging Strike","null","null"
"1163","Doug Fister",502210,"CH|FT","Strike","null","null"
"1164","Doug Fister",502210,"FT|FC","Foul","null","null"
"1165","Doug Fister",502210,"FC|CU","Hit","86.3","3.34"
